sepal_length,sepal_width,petal_length,petal_width,species,SepalLength,SepalWidth,PetalLength,PetalWidth
5.0,3.0,1.6,0.2,setosa,-1.0218490407414595,-0.12495760117130933,-1.2275409967813267,-1.3129767272601454
5.0,3.4,1.6,0.4,setosa,-1.0218490407414595,0.8006542593569032,-1.2275409967813267,-1.0500307872213979
5.2,3.5,1.5,0.2,setosa,-0.7795132998541568,1.0320572244889565,-1.284406700770579,-1.3129767272601454
5.2,3.4,1.4,0.2,setosa,-0.7795132998541568,0.8006542593569032,-1.3412724047598314,-1.3129767272601454
4.7,3.2,1.6,0.2,setosa,-1.3853526520724133,0.3378483290927974,-1.2275409967813267,-1.3129767272601454
4.8,3.1,1.6,0.2,setosa,-1.2641847816287624,0.10644536396074403,-1.2275409967813267,-1.3129767272601454
5.4,3.4,1.5,0.4,setosa,-0.537177558966854,0.8006542593569032,-1.284406700770579,-1.0500307872213979
5.2,4.1,1.5,0.1,setosa,-0.7795132998541568,2.4204750152812746,-1.284406700770579,-1.4444496972795189
5.5,4.2,1.4,0.2,setosa,-0.4160096885232032,2.651877980413329,-1.3412724047598314,-1.3129767272601454
4.9,3.1,1.5,0.1,setosa,-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189
5.0,3.2,1.2,0.2,setosa,-1.0218490407414595,0.3378483290927974,-1.4550038127383362,-1.3129767272601454
5.5,3.5,1.3,0.2,setosa,-0.4160096885232032,1.0320572244889565,-1.3981381087490836,-1.3129767272601454
4.9,3.1,1.5,0.1,setosa,-1.1430169111851105,0.10644536396074403,-1.284406700770579,-1.4444496972795189
4.4,3.0,1.3,0.2,setosa,-1.7488562634033669,-0.12495760117130933,-1.3981381087490836,-1.3129767272601454
5.1,3.4,1.5,0.2,setosa,-0.9006811702978088,0.8006542593569032,-1.284406700770579,-1.3129767272601454
5.0,3.5,1.3,0.3,setosa,-1.0218490407414595,1.0320572244889565,-1.3981381087490836,-1.1815037572407716
4.5,2.3,1.3,0.3,setosa,-1.6276883929597161,-1.7447783570956819,-1.3981381087490836,-1.1815037572407716
4.4,3.2,1.3,0.2,setosa,-1.7488562634033669,0.3378483290927974,-1.3981381087490836,-1.3129767272601454
5.0,3.5,1.6,0.6,setosa,-1.0218490407414595,1.0320572244889565,-1.2275409967813267,-0.7870848471826506
5.1,3.8,1.9,0.4,setosa,-0.9006811702978088,1.7262661198851155,-1.05694388481357,-1.0500307872213979
4.8,3.0,1.4,0.3,setosa,-1.2641847816287624,-0.12495760117130933,-1.3412724047598314,-1.1815037572407716
5.1,3.8,1.6,0.2,setosa,-0.9006811702978088,1.7262661198851155,-1.2275409967813267,-1.3129767272601454
4.6,3.2,1.4,0.2,setosa,-1.5065205225160652,0.3378483290927974,-1.3412724047598314,-1.3129767272601454
5.3,3.7,1.5,0.2,setosa,-0.658345429410506,1.494863154753063,-1.284406700770579,-1.3129767272601454
5.0,3.3,1.4,0.2,setosa,-1.0218490407414595,0.5692512942248498,-1.3412724047598314,-1.3129767272601454
7.0,3.2,4.7,1.4,versicolor,1.401508368131566,0.3378483290927974,0.5352958268854957,0.2646989129723388
6.4,3.2,4.5,1.5,versicolor,0.6745011454696588,0.3378483290927974,0.4215644189069909,0.3961718829917126
6.9,3.1,4.9,1.5,versicolor,1.2803404976879151,0.10644536396074403,0.6490272348640005,0.3961718829917126
5.5,2.3,4.0,1.3,versicolor,-0.4160096885232032,-1.7447783570956819,0.13723589896072927,0.13322594295296525
6.5,2.8,4.6,1.5,versicolor,0.7956690159133096,-0.587763531435416,0.4784301228962431,0.3961718829917126
5.7,2.8,4.5,1.3,versicolor,-0.1736739476359004,-0.587763531435416,0.4215644189069909,0.13322594295296525
6.3,3.3,4.7,1.6,versicolor,0.5533332750260068,0.5692512942248498,0.5352958268854957,0.5276448530110863
4.9,2.4,3.3,1.0,versicolor,-1.1430169111851105,-1.5133753919636286,-0.26082402896403717,-0.2611929671051558
6.6,2.9,4.6,1.3,versicolor,0.9168368863569605,-0.3563605663033627,0.4784301228962431,0.13322594295296525
5.2,2.7,3.9,1.4,versicolor,-0.7795132998541568,-0.8191664965674684,0.08037019497147688,0.2646989129723388
5.0,2.0,3.5,1.0,versicolor,-1.0218490407414595,-2.438987252491841,-0.1470926209855324,-0.2611929671051558
5.9,3.0,4.2,1.5,versicolor,0.06866179325140237,-0.12495760117130933,0.250967306939234,0.3961718829917126
6.0,2.2,4.0,1.0,versicolor,0.18982966369505322,-1.9761813222277342,0.13723589896072927,-0.2611929671051558
6.1,2.9,4.7,1.4,versicolor,0.31099753413870407,-0.3563605663033627,0.5352958268854957,0.2646989129723388
5.6,2.9,3.6,1.3,versicolor,-0.29484181807955234,-0.3563605663033627,-0.09022691699628003,0.13322594295296525
6.7,3.1,4.4,1.4,versicolor,1.0380047568006125,0.10644536396074403,0.3646987149177388,0.2646989129723388
5.6,3.0,4.5,1.5,versicolor,-0.29484181807955234,-0.12495760117130933,0.4215644189069909,0.3961718829917126
5.8,2.7,4.1,1.0,versicolor,-0.05250607719224957,-0.8191664965674684,0.19410160294998138,-0.2611929671051558
6.2,2.2,4.5,1.5,versicolor,0.432165404582356,-1.9761813222277342,0.4215644189069909,0.3961718829917126
5.6,2.5,3.9,1.1,versicolor,-0.29484181807955234,-1.281972426831575,0.08037019497147688,-0.12971999708578205
5.9,3.2,4.8,1.8,versicolor,0.06866179325140237,0.3378483290927974,0.5921615308747479,0.7905907930498337
6.1,2.8,4.0,1.3,versicolor,0.31099753413870407,-0.587763531435416,0.13723589896072927,0.13322594295296525
6.3,2.5,4.9,1.5,versicolor,0.5533332750260068,-1.281972426831575,0.6490272348640005,0.3961718829917126
6.1,2.8,4.7,1.2,versicolor,0.31099753413870407,-0.587763531435416,0.5352958268854957,0.001752972933591456
6.4,2.9,4.3,1.3,versicolor,0.6745011454696588,-0.3563605663033627,0.30783301092848614,0.13322594295296525
6.6,3.0,4.4,1.4,versicolor,0.9168368863569605,-0.12495760117130933,0.3646987149177388,0.2646989129723388
6.8,2.8,4.8,1.4,versicolor,1.1591726272442633,-0.587763531435416,0.5921615308747479,0.2646989129723388
6.7,3.0,5.0,1.7,versicolor,1.0380047568006125,-0.12495760117130933,0.7058929388532527,0.6591178230304598
6.0,2.9,4.5,1.5,versicolor,0.18982966369505322,-0.3563605663033627,0.4215644189069909,0.3961718829917126
5.7,2.6,3.5,1.0,versicolor,-0.1736739476359004,-1.0505694616995218,-0.1470926209855324,-0.2611929671051558
5.5,2.4,3.8,1.1,versicolor,-0.4160096885232032,-1.5133753919636286,0.02350449098222449,-0.12971999708578205
5.5,2.4,3.7,1.0,versicolor,-0.4160096885232032,-1.5133753919636286,-0.03336121300702764,-0.2611929671051558
5.8,2.7,3.9,1.2,versicolor,-0.05250607719224957,-0.8191664965674684,0.08037019497147688,0.001752972933591456
6.0,2.7,5.1,1.6,versicolor,0.18982966369505322,-0.8191664965674684,0.7627586428425047,0.5276448530110863
5.4,3.0,4.5,1.5,versicolor,-0.537177558966854,-0.12495760117130933,0.4215644189069909,0.3961718829917126
6.0,3.4,4.5,1.6,versicolor,0.18982966369505322,0.8006542593569032,0.4215644189069909,0.5276448530110863
6.7,3.1,4.7,1.5,versicolor,1.0380047568006125,0.10644536396074403,0.5352958268854957,0.3961718829917126
6.3,2.3,4.4,1.3,versicolor,0.5533332750260068,-1.7447783570956819,0.3646987149177388,0.13322594295296525
5.6,3.0,4.1,1.3,versicolor,-0.29484181807955234,-0.12495760117130933,0.19410160294998138,0.13322594295296525
5.5,2.5,4.0,1.3,versicolor,-0.4160096885232032,-1.281972426831575,0.13723589896072927,0.13322594295296525
5.5,2.6,4.4,1.2,versicolor,-0.4160096885232032,-1.0505694616995218,0.3646987149177388,0.001752972933591456
6.1,3.0,4.6,1.4,versicolor,0.31099753413870407,-0.12495760117130933,0.4784301228962431,0.2646989129723388
5.8,2.6,4.0,1.2,versicolor,-0.05250607719224957,-1.0505694616995218,0.13723589896072927,0.001752972933591456
5.0,2.3,3.3,1.0,versicolor,-1.0218490407414595,-1.7447783570956819,-0.26082402896403717,-0.2611929671051558
5.6,2.7,4.2,1.3,versicolor,-0.29484181807955234,-0.8191664965674684,0.250967306939234,0.13322594295296525
5.7,3.0,4.2,1.2,versicolor,-0.1736739476359004,-0.12495760117130933,0.250967306939234,0.001752972933591456
5.7,2.9,4.2,1.3,versicolor,-0.1736739476359004,-0.3563605663033627,0.250967306939234,0.13322594295296525
6.2,2.9,4.3,1.3,versicolor,0.432165404582356,-0.3563605663033627,0.30783301092848614,0.13322594295296525
5.1,2.5,3.0,1.1,versicolor,-0.9006811702978088,-1.281972426831575,-0.43142114093179407,-0.12971999708578205
5.7,2.8,4.1,1.3,versicolor,-0.1736739476359004,-0.587763531435416,0.19410160294998138,0.13322594295296525
6.3,3.3,6.0,2.5,virginica,0.5533332750260068,0.5692512942248498,1.274549978745776,1.7109015831854495
5.8,2.7,5.1,1.9,virginica,-0.05250607719224957,-0.8191664965674684,0.7627586428425047,0.9220637630692072
7.1,3.0,5.9,2.1,virginica,1.522676238575217,-0.12495760117130933,1.2176842747565237,1.1850097031079547
6.3,2.9,5.6,1.8,virginica,0.5533332750260068,-0.3563605663033627,1.0470871627887663,0.7905907930498337
6.5,3.0,5.8,2.2,virginica,0.7956690159133096,-0.12495760117130933,1.1608185707672711,1.3164826731273285
7.6,3.0,6.6,2.1,virginica,2.1285155907934734,-0.12495760117130933,1.6157442026812898,1.1850097031079547
4.9,2.5,4.5,1.7,virginica,-1.1430169111851105,-1.281972426831575,0.4215644189069909,0.6591178230304598
7.3,2.9,6.3,1.8,virginica,1.7650119794625196,-0.3563605663033627,1.4451470907135329,0.7905907930498337
6.7,2.5,5.8,1.8,virginica,1.0380047568006125,-1.281972426831575,1.1608185707672711,0.7905907930498337
7.2,3.6,6.1,2.5,virginica,1.643844109018869,1.2634601896210098,1.331415682735028,1.7109015831854495
6.5,3.2,5.1,2.0,virginica,0.7956690159133096,0.3378483290927974,0.7627586428425047,1.053536733088581
6.4,2.7,5.3,1.9,virginica,0.6745011454696588,-0.8191664965674684,0.8764900508210095,0.9220637630692072
6.8,3.0,5.5,2.1,virginica,1.1591726272442633,-0.12495760117130933,0.9902214587995143,1.1850097031079547
5.7,2.5,5.0,2.0,virginica,-0.1736739476359004,-1.281972426831575,0.7058929388532527,1.053536733088581
5.8,2.8,5.1,2.4,virginica,-0.05250607719224957,-0.587763531435416,0.7627586428425047,1.5794286131660755
6.4,3.2,5.3,2.3,virginica,0.6745011454696588,0.3378483290927974,0.8764900508210095,1.4479556431467018
6.5,3.0,5.5,1.8,virginica,0.7956690159133096,-0.12495760117130933,0.9902214587995143,0.7905907930498337
7.7,3.8,6.7,2.2,virginica,2.2496834612371255,1.7262661198851155,1.6726099066705424,1.3164826731273285
7.7,2.6,6.9,2.3,virginica,2.2496834612371255,-1.0505694616995218,1.7863413146490472,1.4479556431467018
6.0,2.2,5.0,1.5,virginica,0.18982966369505322,-1.9761813222277342,0.7058929388532527,0.3961718829917126
6.9,3.2,5.7,2.3,virginica,1.2803404976879151,0.3378483290927974,1.103952866778019,1.4479556431467018
5.6,2.8,4.9,2.0,virginica,-0.29484181807955234,-0.587763531435416,0.6490272348640005,1.053536733088581
7.7,2.8,6.7,2.0,virginica,2.2496834612371255,-0.587763531435416,1.6726099066705424,1.053536733088581
6.3,2.7,4.9,1.8,virginica,0.5533332750260068,-0.8191664965674684,0.6490272348640005,0.7905907930498337
6.7,3.3,5.7,2.1,virginica,1.0380047568006125,0.5692512942248498,1.103952866778019,1.1850097031079547
7.2,3.2,6.0,1.8,virginica,1.643844109018869,0.3378483290927974,1.274549978745776,0.7905907930498337
6.2,2.8,4.8,1.8,virginica,0.432165404582356,-0.587763531435416,0.5921615308747479,0.7905907930498337
6.1,3.0,4.9,1.8,virginica,0.31099753413870407,-0.12495760117130933,0.6490272348640005,0.7905907930498337
6.4,2.8,5.6,2.1,virginica,0.6745011454696588,-0.587763531435416,1.0470871627887663,1.1850097031079547
7.2,3.0,5.8,1.6,virginica,1.643844109018869,-0.12495760117130933,1.1608185707672711,0.5276448530110863
7.4,2.8,6.1,1.9,virginica,1.8861798499061717,-0.587763531435416,1.331415682735028,0.9220637630692072
7.9,3.8,6.4,2.0,virginica,2.4920192021244283,1.7262661198851155,1.5020127947027855,1.053536733088581
6.4,2.8,5.6,2.2,virginica,0.6745011454696588,-0.587763531435416,1.0470871627887663,1.3164826731273285
6.3,2.8,5.1,1.5,virginica,0.5533332750260068,-0.587763531435416,0.7627586428425047,0.3961718829917126
6.1,2.6,5.6,1.4,virginica,0.31099753413870407,-1.0505694616995218,1.0470871627887663,0.2646989129723388
7.7,3.0,6.1,2.3,virginica,2.2496834612371255,-0.12495760117130933,1.331415682735028,1.4479556431467018
6.3,3.4,5.6,2.4,virginica,0.5533332750260068,0.8006542593569032,1.0470871627887663,1.5794286131660755
6.4,3.1,5.5,1.8,virginica,0.6745011454696588,0.10644536396074403,0.9902214587995143,0.7905907930498337
6.0,3.0,4.8,1.8,virginica,0.18982966369505322,-0.12495760117130933,0.5921615308747479,0.7905907930498337
6.9,3.1,5.4,2.1,virginica,1.2803404976879151,0.10644536396074403,0.9333557548102621,1.1850097031079547
6.7,3.1,5.6,2.4,virginica,1.0380047568006125,0.10644536396074403,1.0470871627887663,1.5794286131660755
6.9,3.1,5.1,2.3,virginica,1.2803404976879151,0.10644536396074403,0.7627586428425047,1.4479556431467018
5.8,2.7,5.1,1.9,virginica,-0.05250607719224957,-0.8191664965674684,0.7627586428425047,0.9220637630692072
6.8,3.2,5.9,2.3,virginica,1.1591726272442633,0.3378483290927974,1.2176842747565237,1.4479556431467018
6.7,3.3,5.7,2.5,virginica,1.0380047568006125,0.5692512942248498,1.103952866778019,1.7109015831854495
6.7,3.0,5.2,2.3,virginica,1.0380047568006125,-0.12495760117130933,0.8196243468317573,1.4479556431467018
6.3,2.5,5.0,1.9,virginica,0.5533332750260068,-1.281972426831575,0.7058929388532527,0.9220637630692072
6.5,3.0,5.2,2.0,virginica,0.7956690159133096,-0.12495760117130933,0.8196243468317573,1.053536733088581
6.2,3.4,5.4,2.3,virginica,0.432165404582356,0.8006542593569032,0.9333557548102621,1.4479556431467018
5.9,3.0,5.1,1.8,virginica,0.06866179325140237,-0.12495760117130933,0.7627586428425047,0.7905907930498337
